PositionsID,Typ,Wert,LKW_KENNZ
16053897222,4,0.0,OD-TS-8046
16053897222,1,0.0,OD-TS-8046
16053897222,5,0.0,OD-TS-8046
16053897222,2,461200.844,OD-TS-8046
16053897222,4,0.0,OD-TS-8046
16053922721,4,0.0,PLO-TS-856
16053922721,1,0.0,PLO-TS-856
16053922721,5,0.0,PLO-TS-856
16053922721,2,339687.563,PLO-TS-856
16053922721,4,0.0,PLO-TS-856
16053924051,4,0.0,PLO-TS-859
16053924051,1,0.0,PLO-TS-859
16053924051,5,0.0,PLO-TS-859
16053924051,2,502579.625,PLO-TS-859
16053924051,4,0.0,PLO-TS-859
16055857312,4,0.0,OD-TS-8048
16055857312,1,0.0,OD-TS-8048
16055857312,5,0.0,OD-TS-8048
16055857312,2,194994.125,OD-TS-8048
16055857312,4,0.0,OD-TS-8048
16055857342,4,0.0,OD-TS-8048
16055857342,1,0.0,OD-TS-8048
16055857342,5,0.0,OD-TS-8048
16055857342,2,194994.125,OD-TS-8048
16055857342,4,0.0,OD-TS-8048
16055857343,4,0.0,OD-TS-8048
16055857343,1,0.0,OD-TS-8048
16055857343,5,0.0,OD-TS-8048
16055857343,2,194994.125,OD-TS-8048
16055857343,4,0.0,OD-TS-8048
16055857344,4,0.0,OD-TS-8048
16055857344,1,0.0,OD-TS-8048
16055857344,5,0.0,OD-TS-8048
16055857344,2,194994.125,OD-TS-8048
16055857344,4,0.0,OD-TS-8048
16055857345,4,0.0,OD-TS-8048
16055857345,1,0.0,OD-TS-8048
16055857345,5,0.0,OD-TS-8048
16055857345,2,194994.125,OD-TS-8048
16055857345,4,0.0,OD-TS-8048
16055857346,4,0.0,OD-TS-8048
16055857346,1,0.0,OD-TS-8048
16055857346,5,0.0,OD-TS-8048
16055857346,2,194994.125,OD-TS-8048
16055857346,4,0.0,OD-TS-8048
16055857347,4,0.0,OD-TS-8048
16055857347,1,0.0,OD-TS-8048
16055857347,5,0.0,OD-TS-8048
16055857347,2,194994.125,OD-TS-8048
16055857347,4,0.0,OD-TS-8048
16055857348,4,0.0,OD-TS-8048
16055857348,1,0.0,OD-TS-8048
16055857348,5,0.0,OD-TS-8048
16055857348,2,194994.125,OD-TS-8048
16055857348,4,0.0,OD-TS-8048
16055857349,4,0.0,OD-TS-8048
16055857349,1,0.0,OD-TS-8048
16055857349,5,0.0,OD-TS-8048
16055857349,2,194994.125,OD-TS-8048
16055857349,4,0.0,OD-TS-8048
16055857350,4,0.0,OD-TS-8048
16055857350,1,0.0,OD-TS-8048
16055857350,5,0.0,OD-TS-8048
16055857350,2,194994.125,OD-TS-8048
16055857350,4,0.0,OD-TS-8048
16055857352,4,0.0,OD-TS-8048
16055857352,1,0.0,OD-TS-8048
16055857352,5,0.0,OD-TS-8048
16055857352,2,194994.125,OD-TS-8048
16055857352,4,0.0,OD-TS-8048
16055857843,4,0.0,OD-TS-8041
16055857843,1,0.0,OD-TS-8041
16055857843,5,0.0,OD-TS-8041
16055857843,2,314612.2,OD-TS-8041
16055857843,4,0.0,OD-TS-8041
16055857881,4,0.0,OD-TS-8041
16055857881,1,0.0,OD-TS-8041
16055857881,5,0.0,OD-TS-8041
16055857881,2,314612.2,OD-TS-8041
16055857881,4,0.0,OD-TS-8041
16055857885,4,0.0,OD-TS-8041
16055857885,1,0.0,OD-TS-8041
16055857885,5,0.0,OD-TS-8041
16055857885,2,314612.2,OD-TS-8041
16055857885,4,0.0,OD-TS-8041
16055857887,4,0.0,OD-TS-8041
16055857887,1,0.0,OD-TS-8041
16055857887,5,0.0,OD-TS-8041
16055857887,2,314612.2,OD-TS-8041
16055857887,4,0.0,OD-TS-8041
16055857888,4,0.0,OD-TS-8041
16055857888,1,0.0,OD-TS-8041
16055857888,5,0.0,OD-TS-8041
16055857888,2,314612.2,OD-TS-8041
16055857888,4,0.0,OD-TS-8041
16055857889,4,0.0,OD-TS-8041
16055857889,1,0.0,OD-TS-8041
16055857889,5,0.0,OD-TS-8041
16055857889,2,314612.2,OD-TS-8041
16055857889,4,0.0,OD-TS-8041
16055857891,4,0.0,OD-TS-8041
16055857891,1,0.0,OD-TS-8041
16055857891,5,0.0,OD-TS-8041
16055857891,2,314612.2,OD-TS-8041
16055857891,4,0.0,OD-TS-8041
16055860334,4,0.0,OD-TS-8048
16055860334,1,0.0,OD-TS-8048
16055860334,5,0.0,OD-TS-8048
16055860334,2,194994.125,OD-TS-8048
16055860334,4,0.0,OD-TS-8048
16055860335,4,0.0,OD-TS-8048
16055860335,1,0.0,OD-TS-8048
16055860335,5,0.0,OD-TS-8048
16055860335,2,194994.125,OD-TS-8048
16055860335,4,0.0,OD-TS-8048
16055860668,4,0.0,OD-TS-8048
16055860668,1,0.0,OD-TS-8048
16055860668,5,0.0,OD-TS-8048
16055860668,2,194994.125,OD-TS-8048
16055860668,4,0.0,OD-TS-8048
16055860711,4,0.0,OD-TS-8048
16055860711,1,0.0,OD-TS-8048
16055860711,5,0.0,OD-TS-8048
16055860711,2,194994.125,OD-TS-8048
16055860711,4,0.0,OD-TS-8048
16055862264,4,0.0,OD-TS-8041
16055862264,1,0.0,OD-TS-8041
16055862264,5,0.0,OD-TS-8041
16055862264,2,314612.2,OD-TS-8041
16055862264,4,0.0,OD-TS-8041
16055862265,4,0.0,OD-TS-8041
16055862265,1,0.0,OD-TS-8041
16055862265,5,0.0,OD-TS-8041
16055862265,2,314612.2,OD-TS-8041
16055862265,4,0.0,OD-TS-8041
16055862390,4,0.0,OD-TS-8041
16055862390,1,0.0,OD-TS-8041
16055862390,5,0.0,OD-TS-8041
16055862390,2,314612.2,OD-TS-8041
16055862390,4,0.0,OD-TS-8041
16055862545,4,0.0,OD-TS-8041
16055862545,1,0.0,OD-TS-8041
16055862545,5,0.0,OD-TS-8041
16055862545,2,314612.2,OD-TS-8041
16055862545,4,0.0,OD-TS-8041
16056001181,4,0.0,PI-EN-444
16056001181,1,6.0,PI-EN-444
16056001181,5,-148130.0,PI-EN-444
16056001181,2,178952.156,PI-EN-444
16056001181,4,50853.44,PI-EN-444
16056045038,4,0.0,OD-TS-8050
16056045038,1,68.0,OD-TS-8050
16056045038,5,6400.0,OD-TS-8050
16056045038,2,183989.359,OD-TS-8050
16056045038,4,52329.5,OD-TS-8050
16056058083,4,0.0,PI-EN-444
16056058083,1,6.0,PI-EN-444
16056058083,5,-148130.0,PI-EN-444
16056058083,2,178952.156,PI-EN-444
16056058083,4,50853.793,PI-EN-444
16056058086,4,0.0,PI-EN-444
16056058086,1,6.0,PI-EN-444
16056058086,5,-148130.0,PI-EN-444
16056058086,2,178952.156,PI-EN-444
16056058086,4,50853.793,PI-EN-444
16056058447,4,0.0,PI-EN-444
16056058447,1,6.0,PI-EN-444
16056058447,5,-148130.0,PI-EN-444
16056058447,2,178952.156,PI-EN-444
16056058447,4,50853.793,PI-EN-444
16056058539,4,0.0,PI-EN-444
16056058539,1,6.0,PI-EN-444
16056058539,5,-148130.0,PI-EN-444
16056058539,2,178952.156,PI-EN-444
16056058539,4,50853.793,PI-EN-444
16056058618,4,0.0,PI-EN-444
16056058618,1,6.0,PI-EN-444
16056058618,5,-148130.0,PI-EN-444
16056058618,2,178952.156,PI-EN-444
16056058618,4,50853.793,PI-EN-444
16056058723,4,0.0,PI-EN-444
16056058723,1,6.0,PI-EN-444
16056058723,5,-148130.0,PI-EN-444
16056058723,2,178952.156,PI-EN-444
16056058723,4,50853.793,PI-EN-444
16056062921,4,0.0,OD-TS-8050
16056062921,1,70.0,OD-TS-8050
16056062921,5,5565.0,OD-TS-8050
16056062921,2,183989.359,OD-TS-8050
16056062921,4,52329.5,OD-TS-8050
16056062922,4,0.0,OD-TS-8050
16056062922,1,70.0,OD-TS-8050
16056062922,5,5565.0,OD-TS-8050
16056062922,2,183989.359,OD-TS-8050
16056062922,4,52329.5,OD-TS-8050
16056063277,4,0.0,OD-TS-8050
16056063277,1,70.0,OD-TS-8050
16056063277,5,5565.0,OD-TS-8050
16056063277,2,183989.359,OD-TS-8050
16056063277,4,52329.5,OD-TS-8050
16056063338,4,0.0,OD-TS-8050
16056063338,1,70.0,OD-TS-8050
16056063338,5,5565.0,OD-TS-8050
16056063338,2,183989.359,OD-TS-8050
16056063338,4,52329.5,OD-TS-8050
16056063396,4,0.0,OD-TS-8050
16056063396,1,70.0,OD-TS-8050
16056063396,5,5565.0,OD-TS-8050
16056063396,2,183989.359,OD-TS-8050
16056063396,4,52329.5,OD-TS-8050
16056063442,4,0.0,OD-TS-8050
16056063442,1,70.0,OD-TS-8050
16056063442,5,5565.0,OD-TS-8050
16056063442,2,183989.359,OD-TS-8050
16056063442,4,52329.5,OD-TS-8050
16056161676,4,0.0,OD-TS-8046
16056161676,1,0.0,OD-TS-8046
16056161676,5,0.0,OD-TS-8046
16056161676,2,461201.219,OD-TS-8046
16056161676,4,0.0,OD-TS-8046
16056161678,4,0.0,OD-TS-8046
16056161678,1,0.0,OD-TS-8046
16056161678,5,0.0,OD-TS-8046
16056161678,2,461201.219,OD-TS-8046
16056161678,4,0.0,OD-TS-8046
16056161781,4,0.0,OD-TS-8046
16056161781,1,0.0,OD-TS-8046
16056161781,5,0.0,OD-TS-8046
16056161781,2,461201.219,OD-TS-8046
16056161781,4,0.0,OD-TS-8046
16056162232,4,0.0,OD-TS-8046
16056162232,1,0.0,OD-TS-8046
16056162232,5,0.0,OD-TS-8046
16056162232,2,461201.219,OD-TS-8046
16056162232,4,0.0,OD-TS-8046
16056162705,4,0.0,OD-TS-8046
16056162705,1,0.0,OD-TS-8046
16056162705,5,0.0,OD-TS-8046
16056162705,2,461201.219,OD-TS-8046
16056162705,4,0.0,OD-TS-8046
16056162732,4,0.0,OD-TS-8046
16056162732,1,0.0,OD-TS-8046
16056162732,5,0.0,OD-TS-8046
16056162732,2,461201.219,OD-TS-8046
16056162732,4,0.0,OD-TS-8046
16056162875,4,0.0,OD-TS-8046
16056162875,1,0.0,OD-TS-8046
16056162875,5,0.0,OD-TS-8046
16056162875,2,461201.219,OD-TS-8046
16056162875,4,0.0,OD-TS-8046
16056183798,4,0.0,PLO-TS-859
16056183798,1,0.0,PLO-TS-859
16056183798,5,0.0,PLO-TS-859
16056183798,2,502579.625,PLO-TS-859
16056183798,4,0.0,PLO-TS-859
16056183803,4,0.0,PLO-TS-859
16056183803,1,0.0,PLO-TS-859
16056183803,5,0.0,PLO-TS-859
16056183803,2,502579.625,PLO-TS-859
16056183803,4,0.0,PLO-TS-859
16056183844,4,0.0,PLO-TS-859
16056183844,1,0.0,PLO-TS-859
16056183844,5,0.0,PLO-TS-859
16056183844,2,502579.625,PLO-TS-859
16056183844,4,0.0,PLO-TS-859
16056184032,4,0.0,PLO-TS-859
16056184032,1,0.0,PLO-TS-859
16056184032,5,0.0,PLO-TS-859
16056184032,2,502579.625,PLO-TS-859
16056184032,4,0.0,PLO-TS-859
16056184183,4,0.0,PLO-TS-859
16056184183,1,0.0,PLO-TS-859
16056184183,5,0.0,PLO-TS-859
16056184183,2,502579.625,PLO-TS-859
16056184183,4,0.0,PLO-TS-859
16056184292,4,0.0,PLO-TS-859
16056184292,1,0.0,PLO-TS-859
16056184292,5,0.0,PLO-TS-859
16056184292,2,502579.625,PLO-TS-859
16056184292,4,0.0,PLO-TS-859
16056184437,4,0.0,PLO-TS-859
16056184437,1,0.0,PLO-TS-859
16056184437,5,0.0,PLO-TS-859
16056184437,2,502579.625,PLO-TS-859
16056184437,4,0.0,PLO-TS-859
16056368240,4,0.0,OD-TS-8048
16056368240,1,0.0,OD-TS-8048
16056368240,5,0.0,OD-TS-8048
16056368240,2,194994.156,OD-TS-8048
16056368240,4,0.0,OD-TS-8048
16056368253,4,0.0,OD-TS-8048
16056368253,1,0.0,OD-TS-8048
16056368253,5,0.0,OD-TS-8048
16056368253,2,194994.156,OD-TS-8048
16056368253,4,0.0,OD-TS-8048
16056372814,4,0.0,OD-TS-8041
16056372814,1,0.0,OD-TS-8041
16056372814,5,0.0,OD-TS-8041
16056372814,2,314612.656,OD-TS-8041
16056372814,4,0.0,OD-TS-8041
16056372837,4,0.0,OD-TS-8041
16056372837,1,0.0,OD-TS-8041
16056372837,5,0.0,OD-TS-8041
16056372837,2,314612.656,OD-TS-8041
16056372837,4,0.0,OD-TS-8041
16056373055,4,0.0,OD-TS-8041
16056373055,1,0.0,OD-TS-8041
16056373055,5,0.0,OD-TS-8041
16056373055,2,314612.656,OD-TS-8041
16056373055,4,0.0,OD-TS-8041
16056444232,4,0.0,PLO-TS-859
16056444232,1,0.0,PLO-TS-859
16056444232,5,0.0,PLO-TS-859
16056444232,2,502585.3,PLO-TS-859
16056444232,4,0.0,PLO-TS-859
16056486581,4,0.0,PLO-TS-859
16056486581,1,0.0,PLO-TS-859
16056486581,5,0.0,PLO-TS-859
16056486581,2,502585.375,PLO-TS-859
16056486581,4,0.0,PLO-TS-859
16056519500,4,0.0,PI-EN-444
16056519500,1,96.8,PI-EN-444
16056519500,5,-148130.0,PI-EN-444
16056519500,2,178960.672,PI-EN-444
16056519500,4,50856.2656,PI-EN-444
16056520118,4,0.0,PI-EN-444
16056520118,1,96.8,PI-EN-444
16056520118,5,-148130.0,PI-EN-444
16056520118,2,178960.672,PI-EN-444
16056520118,4,50856.2656,PI-EN-444
16056520201,4,0.0,PI-EN-444
16056520201,1,96.8,PI-EN-444
16056520201,5,-148130.0,PI-EN-444
16056520201,2,178960.672,PI-EN-444
16056520201,4,50856.2656,PI-EN-444
16056528452,4,0.0,OD-TS-8041
16056528452,1,0.0,OD-TS-8041
16056528452,5,0.0,OD-TS-8041
16056528452,2,314621.125,OD-TS-8041
16056528452,4,0.0,OD-TS-8041
16056528544,4,0.0,OD-TS-8041
16056528544,1,0.0,OD-TS-8041
16056528544,5,0.0,OD-TS-8041
16056528544,2,314621.125,OD-TS-8041
16056528544,4,0.0,OD-TS-8041
16056528622,4,0.0,OD-TS-8041
16056528622,1,0.0,OD-TS-8041
16056528622,5,0.0,OD-TS-8041
16056528622,2,314621.125,OD-TS-8041
16056528622,4,0.0,OD-TS-8041
16056528663,4,0.0,OD-TS-8041
16056528663,1,0.0,OD-TS-8041
16056528663,5,0.0,OD-TS-8041
16056528663,2,314621.125,OD-TS-8041
16056528663,4,0.0,OD-TS-8041
16056528791,4,0.0,OD-TS-8041
16056528791,1,0.0,OD-TS-8041
16056528791,5,0.0,OD-TS-8041
16056528791,2,314621.125,OD-TS-8041
16056528791,4,0.0,OD-TS-8041
16056529224,4,0.0,OD-TS-8041
16056529224,1,0.0,OD-TS-8041
16056529224,5,0.0,OD-TS-8041
16056529224,2,314621.125,OD-TS-8041
16056529224,4,0.0,OD-TS-8041
16056535004,4,0.0,OD-TS-8041
16056535004,1,0.0,OD-TS-8041
16056535004,5,0.0,OD-TS-8041
16056535004,2,314621.125,OD-TS-8041
16056535004,4,0.0,OD-TS-8041
16056535101,4,0.0,OD-TS-8041
16056535101,1,0.0,OD-TS-8041
16056535101,5,0.0,OD-TS-8041
16056535101,2,314621.125,OD-TS-8041
16056535101,4,0.0,OD-TS-8041
16056535137,4,0.0,OD-TS-8041
16056535137,1,0.0,OD-TS-8041
16056535137,5,0.0,OD-TS-8041
16056535137,2,314621.125,OD-TS-8041
16056535137,4,0.0,OD-TS-8041
16056536069,4,0.0,OD-TS-8041
16056536069,1,0.0,OD-TS-8041
16056536069,5,0.0,OD-TS-8041
16056536069,2,314621.125,OD-TS-8041
16056536069,4,0.0,OD-TS-8041
16056567211,4,0.0,PLO-TS-856
16056567211,1,0.0,PLO-TS-856
16056567211,5,0.0,PLO-TS-856
16056567211,2,339688.438,PLO-TS-856
16056567211,4,0.0,PLO-TS-856
16056567214,4,0.0,PLO-TS-856
16056567214,1,0.0,PLO-TS-856
16056567214,5,0.0,PLO-TS-856
16056567214,2,339688.438,PLO-TS-856
16056567214,4,0.0,PLO-TS-856
16056577462,4,0.0,PLO-TS-856
16056577462,1,0.0,PLO-TS-856
16056577462,5,0.0,PLO-TS-856
16056577462,2,339688.438,PLO-TS-856
16056577462,4,0.0,PLO-TS-856
16056662057,4,0.0,OD-TS-8046
16056662057,1,0.0,OD-TS-8046
16056662057,5,0.0,OD-TS-8046
16056662057,2,461254.719,OD-TS-8046
16056662057,4,0.0,OD-TS-8046
16056662286,4,0.0,OD-TS-8046
16056662286,1,0.0,OD-TS-8046
16056662286,5,0.0,OD-TS-8046
16056662286,2,461254.719,OD-TS-8046
16056662286,4,0.0,OD-TS-8046
16056686806,4,0.0,OD-TS-8048
16056686806,1,0.0,OD-TS-8048
16056686806,5,0.0,OD-TS-8048
16056686806,2,195008.656,OD-TS-8048
16056686806,4,0.0,OD-TS-8048
16056687309,4,0.0,OD-TS-8048
16056687309,1,0.0,OD-TS-8048
16056687309,5,0.0,OD-TS-8048
16056687309,2,195008.656,OD-TS-8048
16056687309,4,0.0,OD-TS-8048
16056689096,4,0.0,OD-TS-8048
16056689096,1,0.0,OD-TS-8048
16056689096,5,0.0,OD-TS-8048
16056689096,2,195008.656,OD-TS-8048
16056689096,4,0.0,OD-TS-8048
16056691903,4,0.0,PI-EN-444
16056691903,1,96.8,PI-EN-444
16056691903,5,-148130.0,PI-EN-444
16056691903,2,178960.7,PI-EN-444
16056691903,4,50856.3,PI-EN-444
16056692010,4,0.0,PI-EN-444
16056692010,1,96.8,PI-EN-444
16056692010,5,-148130.0,PI-EN-444
16056692010,2,178960.7,PI-EN-444
16056692010,4,50856.3,PI-EN-444
16056832143,4,0.0,OD-TS-8048
16056832143,1,0.0,OD-TS-8048
16056832143,5,0.0,OD-TS-8048
16056832143,2,195009.469,OD-TS-8048
16056832143,4,0.0,OD-TS-8048
16056832158,4,0.0,OD-TS-8048
16056832158,1,0.0,OD-TS-8048
16056832158,5,0.0,OD-TS-8048
16056832158,2,195009.469,OD-TS-8048
16056832158,4,0.0,OD-TS-8048
16056832454,4,0.0,OD-TS-8048
16056832454,1,0.0,OD-TS-8048
16056832454,5,0.0,OD-TS-8048
16056832454,2,195009.469,OD-TS-8048
16056832454,4,0.0,OD-TS-8048
16056832723,4,0.0,OD-TS-8048
16056832723,1,0.0,OD-TS-8048
16056832723,5,0.0,OD-TS-8048
16056832723,2,195009.469,OD-TS-8048
16056832723,4,0.0,OD-TS-8048
16056832889,4,0.0,OD-TS-8048
16056832889,1,0.0,OD-TS-8048
16056832889,5,0.0,OD-TS-8048
16056832889,2,195009.469,OD-TS-8048
16056832889,4,0.0,OD-TS-8048
16056832956,4,0.0,OD-TS-8048
16056832956,1,0.0,OD-TS-8048
16056832956,5,0.0,OD-TS-8048
16056832956,2,195009.469,OD-TS-8048
16056832956,4,0.0,OD-TS-8048
16056833028,4,0.0,OD-TS-8048
16056833028,1,0.0,OD-TS-8048
16056833028,5,0.0,OD-TS-8048
16056833028,2,195009.469,OD-TS-8048
16056833028,4,0.0,OD-TS-8048
16056864699,4,0.0,PI-EN-444
16056864699,1,92.0,PI-EN-444
16056864699,5,-148130.0,PI-EN-444
16056864699,2,178964.563,PI-EN-444
16056864699,4,50857.5547,PI-EN-444
16056865293,4,0.0,PI-EN-444
16056865293,1,92.4,PI-EN-444
16056865293,5,-148130.0,PI-EN-444
16056865293,2,178964.563,PI-EN-444
16056865293,4,50857.56,PI-EN-444
16056865522,4,0.0,PI-EN-444
16056865522,1,92.4,PI-EN-444
16056865522,5,-148130.0,PI-EN-444
16056865522,2,178964.563,PI-EN-444
16056865522,4,50857.56,PI-EN-444
16056865638,4,0.0,PI-EN-444
16056865638,1,92.8,PI-EN-444
16056865638,5,-148130.0,PI-EN-444
16056865638,2,178964.563,PI-EN-444
16056865638,4,50857.56,PI-EN-444
16056865671,4,0.0,PI-EN-444
16056865671,1,93.6,PI-EN-444
16056865671,5,-148130.0,PI-EN-444
16056865671,2,178964.563,PI-EN-444
16056865671,4,50857.56,PI-EN-444
16056940355,4,0.0,OD-TS-8048
16056940355,1,0.0,OD-TS-8048
16056940355,5,0.0,OD-TS-8048
16056940355,2,195012.609,OD-TS-8048
16056940355,4,0.0,OD-TS-8048
16056940755,4,0.0,OD-TS-8048
16056940755,1,0.0,OD-TS-8048
16056940755,5,0.0,OD-TS-8048
16056940755,2,195012.609,OD-TS-8048
16056940755,4,0.0,OD-TS-8048
16056940882,4,0.0,OD-TS-8048
16056940882,1,0.0,OD-TS-8048
16056940882,5,0.0,OD-TS-8048
16056940882,2,195012.609,OD-TS-8048
16056940882,4,0.0,OD-TS-8048
16056963239,4,0.0,OD-TS-8048
16056963239,1,0.0,OD-TS-8048
16056963239,5,0.0,OD-TS-8048
16056963239,2,195012.609,OD-TS-8048
16056963239,4,0.0,OD-TS-8048
16056963264,4,0.0,OD-TS-8048
16056963264,1,0.0,OD-TS-8048
16056963264,5,0.0,OD-TS-8048
16056963264,2,195012.609,OD-TS-8048
16056963264,4,0.0,OD-TS-8048
16056966223,4,0.0,OD-TS-8048
16056966223,1,0.0,OD-TS-8048
16056966223,5,0.0,OD-TS-8048
16056966223,2,195012.609,OD-TS-8048
16056966223,4,0.0,OD-TS-8048
16057018101,4,0.0,PLO-TS-859
16057018101,1,0.0,PLO-TS-859
16057018101,5,0.0,PLO-TS-859
16057018101,2,502585.4,PLO-TS-859
16057018101,4,0.0,PLO-TS-859
16057018209,4,0.0,PLO-TS-859
16057018209,1,0.0,PLO-TS-859
16057018209,5,0.0,PLO-TS-859
16057018209,2,502585.4,PLO-TS-859
16057018209,4,0.0,PLO-TS-859
16057018355,4,0.0,OD-TS-8046
16057018355,1,0.0,OD-TS-8046
16057018355,5,0.0,OD-TS-8046
16057018355,2,461256.875,OD-TS-8046
16057018355,4,0.0,OD-TS-8046
16057018398,4,0.0,OD-TS-8046
16057018398,1,0.0,OD-TS-8046
16057018398,5,0.0,OD-TS-8046
16057018398,2,461256.875,OD-TS-8046
16057018398,4,0.0,OD-TS-8046
16057018482,4,0.0,OD-TS-8046
16057018482,1,0.0,OD-TS-8046
16057018482,5,0.0,OD-TS-8046
16057018482,2,461256.875,OD-TS-8046
16057018482,4,0.0,OD-TS-8046
16057026423,4,0.0,PI-EN-444
16057026423,1,93.2,PI-EN-444
16057026423,5,-148130.0,PI-EN-444
16057026423,2,178968.313,PI-EN-444
16057026423,4,50858.71,PI-EN-444
16057026580,4,0.0,PI-EN-444
16057026580,1,92.8,PI-EN-444
16057026580,5,-148130.0,PI-EN-444
16057026580,2,178968.313,PI-EN-444
16057026580,4,50858.71,PI-EN-444
16057026873,4,0.0,PI-EN-444
16057026873,1,92.8,PI-EN-444
16057026873,5,-148130.0,PI-EN-444
16057026873,2,178968.313,PI-EN-444
16057026873,4,50858.71,PI-EN-444
16057027813,4,0.0,OD-TS-8048
16057027813,1,0.0,OD-TS-8048
16057027813,5,0.0,OD-TS-8048
16057027813,2,195012.813,OD-TS-8048
16057027813,4,0.0,OD-TS-8048
16057027848,4,0.0,OD-TS-8048
16057027848,1,0.0,OD-TS-8048
16057027848,5,0.0,OD-TS-8048
16057027848,2,195012.813,OD-TS-8048
16057027848,4,0.0,OD-TS-8048
16057027907,4,0.0,OD-TS-8048
16057027907,1,0.0,OD-TS-8048
16057027907,5,0.0,OD-TS-8048
16057027907,2,195012.813,OD-TS-8048
16057027907,4,0.0,OD-TS-8048
16057027936,4,0.0,OD-TS-8048
16057027936,1,0.0,OD-TS-8048
16057027936,5,0.0,OD-TS-8048
16057027936,2,195012.813,OD-TS-8048
16057027936,4,0.0,OD-TS-8048
16057105958,4,0.0,PLO-TS-856
16057105958,1,0.0,PLO-TS-856
16057105958,5,0.0,PLO-TS-856
16057105958,2,339694.031,PLO-TS-856
16057105958,4,0.0,PLO-TS-856
16057121273,4,0.0,OD-TS-8050
16057121273,1,64.0,OD-TS-8050
16057121273,5,5565.0,OD-TS-8050
16057121273,2,184074.266,OD-TS-8050
16057121273,4,52353.5,OD-TS-8050
16057210134,4,0.0,OD-TS-8041
16057210134,1,0.0,OD-TS-8041
16057210134,5,0.0,OD-TS-8041
16057210134,2,314663.219,OD-TS-8041
16057210134,4,0.0,OD-TS-8041
16057210269,4,0.0,OD-TS-8041
16057210269,1,0.0,OD-TS-8041
16057210269,5,0.0,OD-TS-8041
16057210269,2,314663.219,OD-TS-8041
16057210269,4,0.0,OD-TS-8041
16057210368,4,0.0,OD-TS-8041
16057210368,1,0.0,OD-TS-8041
16057210368,5,0.0,OD-TS-8041
16057210368,2,314663.219,OD-TS-8041
16057210368,4,0.0,OD-TS-8041
16057210413,4,0.0,OD-TS-8041
16057210413,1,0.0,OD-TS-8041
16057210413,5,0.0,OD-TS-8041
16057210413,2,314663.219,OD-TS-8041
16057210413,4,0.0,OD-TS-8041
16057211488,4,0.0,OD-TS-8050
16057211488,1,64.0,OD-TS-8050
16057211488,5,5565.0,OD-TS-8050
16057211488,2,184074.344,OD-TS-8050
16057211488,4,52353.5,OD-TS-8050
16057215076,4,0.0,OD-TS-8041
16057215076,1,0.0,OD-TS-8041
16057215076,5,0.0,OD-TS-8041
16057215076,2,314663.281,OD-TS-8041
16057215076,4,0.0,OD-TS-8041
16057215470,4,0.0,OD-TS-8048
16057215470,1,0.0,OD-TS-8048
16057215470,5,0.0,OD-TS-8048
16057215470,2,195016.531,OD-TS-8048
16057215470,4,0.0,OD-TS-8048
16057245398,4,0.0,OD-TS-8048
16057245398,1,0.0,OD-TS-8048
16057245398,5,0.0,OD-TS-8048
16057245398,2,195017.9,OD-TS-8048
16057245398,4,0.0,OD-TS-8048
16057245817,4,0.0,OD-TS-8048
16057245817,1,0.0,OD-TS-8048
16057245817,5,0.0,OD-TS-8048
16057245817,2,195017.9,OD-TS-8048
16057245817,4,0.0,OD-TS-8048
16057245923,4,0.0,OD-TS-8048
16057245923,1,0.0,OD-TS-8048
16057245923,5,0.0,OD-TS-8048
16057245923,2,195017.9,OD-TS-8048
16057245923,4,0.0,OD-TS-8048
16057245955,4,0.0,OD-TS-8048
16057245955,1,0.0,OD-TS-8048
16057245955,5,0.0,OD-TS-8048
16057245955,2,195017.9,OD-TS-8048
16057245955,4,0.0,OD-TS-8048
16057245986,4,0.0,OD-TS-8048
16057245986,1,0.0,OD-TS-8048
16057245986,5,0.0,OD-TS-8048
16057245986,2,195017.9,OD-TS-8048
16057245986,4,0.0,OD-TS-8048
16057316111,4,0.0,PI-EN-444
16057316111,1,92.4,PI-EN-444
16057316111,5,-148130.0,PI-EN-444
16057316111,2,178968.328,PI-EN-444
16057316111,4,50858.7344,PI-EN-444
16057316141,4,0.0,PI-EN-444
16057316141,1,92.4,PI-EN-444
16057316141,5,-148130.0,PI-EN-444
16057316141,2,178968.328,PI-EN-444
16057316141,4,50858.7344,PI-EN-444
16057432253,4,0.0,PLO-TS-859
16057432253,1,0.0,PLO-TS-859
16057432253,5,0.0,PLO-TS-859
16057432253,2,502591.719,PLO-TS-859
16057432253,4,0.0,PLO-TS-859
16057432404,4,0.0,PLO-TS-859
16057432404,1,0.0,PLO-TS-859
16057432404,5,0.0,PLO-TS-859
16057432404,2,502591.719,PLO-TS-859
16057432404,4,0.0,PLO-TS-859
16057432489,4,0.0,PLO-TS-859
16057432489,1,0.0,PLO-TS-859
16057432489,5,0.0,PLO-TS-859
16057432489,2,502591.719,PLO-TS-859
16057432489,4,0.0,PLO-TS-859
16057438944,4,0.0,OD-TS-8048
16057438944,1,0.0,OD-TS-8048
16057438944,5,0.0,OD-TS-8048
16057438944,2,195022.344,OD-TS-8048
16057438944,4,0.0,OD-TS-8048
16057439033,4,0.0,OD-TS-8048
16057439033,1,0.0,OD-TS-8048
16057439033,5,0.0,OD-TS-8048
16057439033,2,195022.344,OD-TS-8048
16057439033,4,0.0,OD-TS-8048
16057439116,4,0.0,OD-TS-8048
16057439116,1,0.0,OD-TS-8048
